age,home_country,destination_country,education,employment,monthly_income,travel_purpose,travel_history,criminal_record,english_level,visa_approved
43,Nigeria,Australia,Masters,Employed,15581,Work,2,0,Medium,1
21,Philippines,USA,HighSchool,Employed,80587,Business,1,0,High,1
44,India,Germany,HighSchool,Employed,48679,Business,1,0,High,1
18,India,Germany,Bachelors,Employed,11693,Work,2,0,Medium,0
42,Nigeria,UK,Bachelors,Unemployed,60887,Business,1,0,Low,0
47,Brazil,Germany,HighSchool,Employed,46291,Work,2,0,Low,0
37,Philippines,UK,Bachelors,Employed,69811,Tourist,3,0,High,1
48,Mexico,UK,HighSchool,Unemployed,99274,Study,0,0,Low,0
41,Mexico,USA,Bachelors,Employed,44092,Study,2,0,High,1
45,Brazil,UK,Masters,Employed,8519,Work,0,0,Low,0
25,Nigeria,USA,Bachelors,Unemployed,57772,Business,1,0,Medium,0
34,Brazil,Canada,Masters,Unemployed,18545,Tourist,0,0,Low,0
44,Nigeria,UK,Masters,Unemployed,23233,Business,1,0,Low,0
33,India,Australia,Bachelors,Employed,74087,Business,1,0,Low,0
32,Mexico,Australia,Bachelors,Employed,36819,Business,0,0,High,0
43,Brazil,Australia,HighSchool,Employed,13212,Work,1,0,Medium,0
44,India,Germany,Bachelors,Unemployed,55231,Tourist,3,0,High,1
18,Mexico,UK,Bachelors,Employed,94583,Tourist,1,0,High,1
18,Brazil,Germany,Bachelors,Unemployed,71184,Business,3,0,Low,1
32,India,Canada,Bachelors,Unemployed,56125,Tourist,3,0,High,1
31,Philippines,Australia,Bachelors,Unemployed,5737,Work,1,1,High,0
47,India,UK,HighSchool,Unemployed,32192,Work,0,0,Low,0
35,Philippines,Australia,Bachelors,Unemployed,88607,Business,0,0,Medium,0
27,Nigeria,Canada,Bachelors,Unemployed,16435,Tourist,1,0,Medium,0
40,Mexico,Australia,Bachelors,Employed,50369,Study,2,0,Low,1
40,Philippines,USA,Bachelors,Employed,18795,Business,0,0,Medium,0
20,India,Canada,Bachelors,Unemployed,14722,Work,3,0,Medium,0
40,Mexico,Germany,Masters,Employed,93330,Work,1,0,Low,1
49,Nigeria,USA,Masters,Employed,81750,Study,3,0,Low,1
45,India,USA,HighSchool,Unemployed,9623,Business,1,0,Low,0
22,Mexico,Australia,Bachelors,Unemployed,92782,Study,1,0,Low,0
33,India,Germany,Bachelors,Employed,23215,Tourist,3,0,Low,1
44,Brazil,UK,Masters,Unemployed,53524,Business,1,0,Medium,0
19,India,Canada,Masters,Employed,59112,Tourist,0,0,Medium,1
39,Nigeria,Germany,Bachelors,Unemployed,68594,Business,1,0,Low,0
32,Brazil,Germany,HighSchool,Unemployed,63581,Business,0,0,Medium,0
28,Nigeria,UK,Bachelors,Employed,21458,Study,3,0,High,1
47,Brazil,UK,HighSchool,Employed,83915,Work,1,0,Low,0
30,India,Canada,Masters,Employed,49896,Study,1,0,Low,1
41,Nigeria,Germany,Masters,Employed,56486,Study,2,0,Low,1
34,Philippines,USA,Bachelors,Employed,27424,Study,0,0,Low,0
35,India,Germany,HighSchool,Unemployed,73654,Tourist,1,0,Low,0
45,India,UK,HighSchool,Employed,29323,Work,2,0,Medium,0
49,India,UK,HighSchool,Employed,54498,Study,0,0,Medium,0
43,Mexico,Australia,Masters,Employed,86355,Work,0,1,Low,0
29,Brazil,USA,HighSchool,Unemployed,9488,Tourist,3,0,High,0
44,Nigeria,Canada,Bachelors,Employed,87366,Work,1,0,High,1
48,Brazil,Australia,HighSchool,Employed,34468,Work,3,0,Medium,1
45,Brazil,Canada,Bachelors,Unemployed,7580,Business,1,0,Medium,0
31,Nigeria,UK,HighSchool,Unemployed,39875,Tourist,1,0,Low,0
20,Mexico,USA,Bachelors,Employed,86065,Business,1,0,Medium,1
20,Mexico,Canada,HighSchool,Employed,35836,Tourist,1,0,Low,0
40,Mexico,UK,Masters,Employed,71985,Study,3,0,Medium,1
43,Nigeria,Germany,Bachelors,Employed,27505,Study,0,0,Low,0
36,Mexico,Australia,Bachelors,Employed,98879,Business,3,0,Medium,1
30,Brazil,Germany,Masters,Unemployed,6727,Tourist,2,0,High,0
20,Brazil,UK,HighSchool,Employed,46093,Business,0,0,Low,0
37,Nigeria,Germany,Masters,Employed,5877,Study,2,0,Medium,1
45,Mexico,Australia,Bachelors,Unemployed,92890,Tourist,0,0,High,0
44,Mexico,Australia,Masters,Unemployed,75489,Business,0,0,Medium,0
20,Brazil,Canada,Masters,Employed,56342,Work,1,1,Medium,0
41,Brazil,UK,Bachelors,Unemployed,29477,Study,2,0,High,0
46,Brazil,Australia,Bachelors,Unemployed,69297,Tourist,3,0,High,1
27,Nigeria,Australia,Bachelors,Employed,6366,Tourist,3,1,Low,0
35,Nigeria,Germany,Masters,Unemployed,98328,Work,3,1,Medium,0
21,Mexico,USA,Bachelors,Employed,85440,Study,0,1,High,0
26,India,Australia,Masters,Unemployed,17639,Work,1,0,Low,0
19,Mexico,USA,Masters,Unemployed,64126,Work,1,0,High,1
29,Nigeria,USA,HighSchool,Unemployed,92163,Tourist,0,0,Medium,0
27,Nigeria,Australia,HighSchool,Employed,11486,Work,1,0,High,0
25,India,USA,Bachelors,Unemployed,92750,Tourist,0,0,Low,0
32,Brazil,UK,Bachelors,Unemployed,13560,Work,2,0,High,0
36,Philippines,UK,HighSchool,Employed,65103,Work,3,1,High,0
30,Nigeria,USA,Bachelors,Employed,99894,Business,1,0,Low,0
20,Nigeria,UK,HighSchool,Employed,54718,Study,1,0,Low,0
45,Philippines,Australia,Bachelors,Employed,87197,Business,2,0,High,1
47,Philippines,USA,Bachelors,Unemployed,11311,Study,3,1,Low,0
47,Philippines,Australia,Bachelors,Employed,25240,Tourist,1,0,Low,0
33,Philippines,USA,Masters,Employed,32595,Study,3,0,Medium,1
38,Brazil,UK,Bachelors,Unemployed,14658,Work,2,0,Medium,0
22,India,Germany,HighSchool,Unemployed,66527,Business,3,0,Low,0
48,Brazil,Australia,HighSchool,Employed,65973,Business,3,0,Medium,1
31,Brazil,Australia,Masters,Unemployed,5612,Study,0,0,Low,0
35,Mexico,UK,HighSchool,Employed,14374,Study,0,0,Low,0
29,Mexico,Canada,Masters,Employed,32685,Work,2,0,Low,1
22,Nigeria,UK,Masters,Unemployed,89623,Study,2,1,Medium,0
47,Mexico,Australia,HighSchool,Unemployed,30268,Work,0,0,Low,0
26,India,Canada,HighSchool,Unemployed,94107,Work,3,0,Medium,1
38,Mexico,Germany,HighSchool,Employed,23774,Tourist,2,0,Medium,0
39,Philippines,Canada,Masters,Unemployed,36801,Work,0,1,High,0
27,Nigeria,USA,Masters,Employed,7023,Tourist,2,0,Low,0
22,Brazil,Germany,Masters,Employed,23325,Tourist,0,0,High,1
41,Philippines,Germany,HighSchool,Unemployed,28840,Study,2,1,Low,0
40,Philippines,USA,HighSchool,Employed,45543,Tourist,0,0,Medium,0
30,Philippines,USA,Bachelors,Employed,10998,Work,1,0,Medium,0
18,Mexico,Australia,Masters,Employed,83132,Work,2,0,High,1
38,Philippines,UK,HighSchool,Unemployed,77064,Work,0,0,High,0
31,Nigeria,Germany,Masters,Employed,40258,Tourist,0,0,Medium,1
42,India,USA,HighSchool,Employed,48727,Tourist,0,0,Medium,0
35,Brazil,Australia,Masters,Employed,24277,Tourist,3,0,Medium,1
39,Philippines,UK,Masters,Unemployed,48826,Tourist,0,0,Low,0
43,Brazil,UK,Masters,Employed,44798,Work,3,0,Low,1
39,Nigeria,UK,HighSchool,Unemployed,59813,Work,0,1,Medium,0
32,India,Australia,HighSchool,Unemployed,69292,Study,3,0,Low,0
18,Philippines,USA,HighSchool,Unemployed,37123,Business,2,0,High,0
39,Nigeria,Australia,HighSchool,Unemployed,96833,Study,0,0,High,0
36,Brazil,UK,HighSchool,Unemployed,18439,Study,0,0,Low,0
35,Nigeria,Australia,Bachelors,Unemployed,86699,Study,3,0,Medium,1
43,Nigeria,UK,HighSchool,Employed,63882,Study,3,0,High,1
32,Brazil,Australia,HighSchool,Unemployed,52830,Tourist,3,0,Low,0
21,Brazil,Australia,Masters,Unemployed,37391,Tourist,3,0,Low,0
46,India,USA,Masters,Employed,35495,Study,1,0,Medium,1
29,Mexico,USA,Masters,Unemployed,50903,Business,1,1,Medium,0
49,Mexico,Canada,Masters,Employed,44747,Study,2,0,Low,1
18,Philippines,Canada,Bachelors,Employed,61654,Study,1,0,High,1
34,India,Australia,HighSchool,Unemployed,62516,Tourist,0,1,High,0
29,Nigeria,UK,Bachelors,Employed,64025,Work,3,0,Medium,1
37,India,Canada,HighSchool,Employed,60365,Study,0,0,High,1
38,Nigeria,Germany,HighSchool,Unemployed,65954,Study,0,0,Low,0
44,Philippines,Canada,HighSchool,Employed,16958,Work,3,1,Low,0
28,Philippines,UK,Masters,Employed,81982,Business,3,1,Low,0
19,Mexico,UK,HighSchool,Unemployed,8959,Study,1,0,Medium,0
37,India,Australia,Bachelors,Employed,35227,Business,0,1,Low,0
42,Brazil,Germany,HighSchool,Employed,72311,Business,2,0,Low,1
29,India,Australia,Masters,Employed,61863,Study,0,0,Medium,1
39,Philippines,Australia,Bachelors,Employed,89575,Study,1,0,Low,0
45,India,USA,Bachelors,Unemployed,86351,Work,3,0,Medium,1
40,Nigeria,Germany,Masters,Unemployed,85973,Tourist,3,0,High,1
31,Nigeria,USA,Bachelors,Unemployed,47093,Study,1,0,High,0
34,India,Australia,Bachelors,Unemployed,8201,Study,3,0,Low,0
31,Brazil,UK,Bachelors,Unemployed,7840,Study,1,0,Low,0
48,Mexico,UK,HighSchool,Employed,27327,Work,1,0,Low,0
48,India,Germany,HighSchool,Unemployed,64822,Study,0,0,Medium,0
46,Mexico,USA,Masters,Employed,58455,Work,0,0,Low,0
20,Brazil,Australia,HighSchool,Unemployed,39820,Work,3,0,Medium,0
44,Philippines,Canada,Bachelors,Employed,50801,Work,3,1,High,0
22,Philippines,Canada,Bachelors,Unemployed,85024,Work,1,1,Low,0
38,Philippines,Germany,HighSchool,Employed,47615,Tourist,0,0,Medium,0
36,India,Australia,Masters,Employed,64886,Tourist,0,0,Medium,1
45,India,USA,HighSchool,Unemployed,40277,Tourist,0,0,Low,0
31,Brazil,UK,Bachelors,Employed,48965,Work,0,0,Low,0
28,Nigeria,USA,Bachelors,Employed,26188,Business,3,0,Low,0
29,Brazil,UK,Masters,Unemployed,96729,Business,3,0,High,1
20,Nigeria,Germany,Masters,Unemployed,58774,Tourist,0,0,High,1
23,Philippines,Germany,Bachelors,Employed,32855,Study,3,0,Low,1
33,Nigeria,Canada,Masters,Unemployed,54933,Work,1,0,High,1
32,Philippines,Germany,Bachelors,Unemployed,5515,Work,2,0,Low,0
47,India,Canada,HighSchool,Unemployed,64464,Study,2,0,Low,0
44,Brazil,Australia,HighSchool,Unemployed,43742,Tourist,0,0,Medium,0
23,Mexico,USA,HighSchool,Employed,56260,Tourist,3,0,Low,1
25,Nigeria,USA,Bachelors,Employed,78040,Study,1,0,Low,0
26,Philippines,Australia,Masters,Employed,87095,Business,3,0,Medium,1
45,Philippines,Canada,Bachelors,Employed,25362,Tourist,0,0,High,0
42,India,USA,Masters,Employed,51057,Business,0,0,High,1
21,Nigeria,UK,HighSchool,Employed,62368,Business,2,0,Low,0
47,Mexico,Germany,HighSchool,Unemployed,86721,Tourist,0,0,High,0
20,Nigeria,UK,Masters,Unemployed,36247,Tourist,2,0,Low,0
49,Philippines,Australia,Bachelors,Unemployed,51336,Business,1,0,High,0
31,Mexico,USA,HighSchool,Unemployed,31199,Work,3,0,Medium,0
31,India,Germany,Bachelors,Employed,87014,Work,3,0,High,1
37,Nigeria,Germany,Bachelors,Employed,56825,Business,3,1,High,0
23,Philippines,Australia,Masters,Unemployed,55486,Tourist,1,0,High,1
49,Nigeria,Germany,HighSchool,Employed,84472,Tourist,1,0,Low,0
48,India,USA,Masters,Employed,67279,Work,0,0,High,1
45,India,Australia,HighSchool,Employed,5104,Tourist,2,1,Medium,0
48,Nigeria,Australia,HighSchool,Employed,90565,Work,1,0,Low,0
35,Philippines,USA,Bachelors,Unemployed,75984,Tourist,0,0,High,0
21,Nigeria,Australia,Bachelors,Unemployed,7473,Study,1,0,Medium,0
31,Mexico,USA,HighSchool,Unemployed,91494,Study,2,0,High,0
23,India,USA,HighSchool,Employed,43610,Study,3,0,Medium,1
45,India,Canada,HighSchool,Unemployed,95351,Work,2,0,High,1
49,Mexico,UK,HighSchool,Unemployed,22206,Work,3,0,Medium,0
28,Nigeria,Australia,HighSchool,Unemployed,60168,Study,1,0,High,0
43,Nigeria,Germany,Masters,Unemployed,14687,Work,0,0,High,0
45,Philippines,Australia,HighSchool,Employed,37487,Business,3,0,Medium,1
47,Mexico,Germany,Bachelors,Employed,47562,Business,0,0,Medium,0
39,Mexico,Germany,Masters,Employed,26341,Business,1,0,High,1
37,Nigeria,Australia,Bachelors,Unemployed,77815,Work,3,0,Low,0
35,Nigeria,Australia,HighSchool,Unemployed,77226,Study,1,0,High,0
22,India,UK,HighSchool,Unemployed,19044,Work,2,0,Medium,0
30,Mexico,Australia,Masters,Unemployed,83895,Business,0,0,Medium,0
47,Philippines,Australia,HighSchool,Unemployed,87872,Study,1,0,Low,0
22,Nigeria,USA,HighSchool,Unemployed,97854,Work,3,0,Low,0
25,India,Germany,Bachelors,Employed,95212,Business,2,0,Low,1
48,Brazil,UK,Masters,Employed,96162,Work,0,0,High,1
36,Philippines,USA,Masters,Employed,63879,Study,3,0,Medium,1
48,Brazil,Canada,HighSchool,Employed,33613,Business,2,0,Medium,1
47,Nigeria,USA,Masters,Employed,10057,Tourist,1,0,High,0
21,Nigeria,Australia,HighSchool,Unemployed,94538,Study,2,0,Low,0
37,Brazil,Canada,Bachelors,Employed,97463,Work,1,0,High,1
25,Nigeria,USA,HighSchool,Employed,26928,Work,1,0,High,0
39,Philippines,UK,HighSchool,Employed,77006,Work,2,0,Low,0
21,Brazil,USA,HighSchool,Unemployed,44474,Business,0,0,Low,0
22,Brazil,USA,HighSchool,Employed,38163,Work,0,1,Low,0
27,India,UK,Bachelors,Employed,30943,Study,1,0,Low,0
39,India,UK,HighSchool,Employed,17837,Work,1,0,High,0
44,Mexico,Australia,Bachelors,Employed,57475,Study,1,0,Low,0
32,India,USA,Masters,Unemployed,43902,Study,2,0,Low,0
49,India,Australia,Bachelors,Unemployed,91273,Business,3,0,Low,0
36,India,UK,Bachelors,Employed,96483,Tourist,3,0,Medium,1
27,Brazil,UK,HighSchool,Employed,92847,Tourist,1,0,High,1
43,Philippines,Germany,Bachelors,Unemployed,39190,Work,3,1,Low,0
25,Mexico,USA,Masters,Employed,40265,Study,3,0,Low,1
23,India,Germany,Bachelors,Unemployed,25901,Study,1,0,Medium,0
31,India,UK,Masters,Unemployed,47991,Business,0,0,High,0
30,Nigeria,Australia,Bachelors,Unemployed,75617,Business,2,0,Medium,0
48,Nigeria,UK,HighSchool,Unemployed,76693,Business,0,0,Low,0
34,India,USA,Masters,Employed,52748,Tourist,2,0,High,1
23,Philippines,USA,HighSchool,Employed,94159,Business,3,0,Medium,1
35,Mexico,Australia,HighSchool,Employed,62580,Business,3,0,Medium,1
42,Mexico,USA,Masters,Unemployed,89371,Study,0,0,Low,0
30,Nigeria,USA,HighSchool,Unemployed,7430,Business,2,0,High,0
27,India,Germany,Bachelors,Unemployed,6379,Work,1,0,Low,0
19,India,USA,HighSchool,Unemployed,88237,Business,0,0,Low,0
40,Mexico,USA,HighSchool,Employed,54399,Work,2,0,Medium,1
38,Mexico,Germany,Bachelors,Employed,77889,Study,3,1,Medium,0
40,Brazil,UK,HighSchool,Employed,26971,Work,1,0,High,0
24,Mexico,Canada,Masters,Employed,13977,Study,0,0,Medium,0
23,Brazil,Canada,Masters,Employed,60986,Study,2,0,High,1
24,India,Germany,Masters,Employed,76787,Business,0,0,Medium,1
38,Philippines,Canada,HighSchool,Employed,23367,Business,2,0,Low,0
27,Brazil,Canada,Bachelors,Employed,38339,Business,0,0,High,1
21,Philippines,Canada,Masters,Employed,33359,Tourist,1,0,High,1
42,India,Germany,HighSchool,Unemployed,86097,Business,1,0,High,0
40,Brazil,UK,Masters,Employed,13040,Work,1,1,High,0
41,Brazil,Australia,Bachelors,Employed,84305,Work,1,1,High,0
46,Philippines,USA,HighSchool,Unemployed,85528,Study,0,0,Low,0
25,Nigeria,USA,HighSchool,Employed,48200,Work,2,0,High,1
30,India,Germany,HighSchool,Unemployed,77408,Tourist,1,0,Medium,0
45,Mexico,Australia,Masters,Unemployed,23587,Study,2,0,High,0
20,Mexico,UK,Bachelors,Employed,95476,Work,3,0,Medium,1
46,Mexico,Australia,Masters,Employed,74910,Work,0,0,Low,0
40,Mexico,UK,Masters,Employed,44457,Study,1,0,High,1
24,Nigeria,UK,Bachelors,Employed,42689,Work,0,1,Medium,0
34,Philippines,Canada,HighSchool,Employed,31861,Business,1,0,High,1
31,Nigeria,Australia,Bachelors,Unemployed,66439,Tourist,0,1,High,0
36,Nigeria,Germany,HighSchool,Employed,76568,Business,2,0,Medium,1
20,Mexico,Australia,Masters,Unemployed,87675,Work,0,0,High,0
42,Brazil,Australia,Masters,Employed,56514,Business,2,1,Low,0
43,Mexico,Germany,HighSchool,Unemployed,9852,Study,3,0,High,0
40,Mexico,USA,Bachelors,Employed,90700,Work,1,0,Medium,1
26,Nigeria,UK,HighSchool,Employed,27655,Business,0,0,Low,0
21,India,UK,HighSchool,Unemployed,13533,Work,1,0,Low,0
42,India,Canada,Masters,Unemployed,85053,Business,1,0,High,1
28,Nigeria,Germany,HighSchool,Unemployed,18652,Study,1,0,Low,0
48,India,Germany,HighSchool,Employed,42153,Work,2,0,Medium,1
41,Mexico,Australia,HighSchool,Unemployed,38409,Work,2,0,Low,0
43,Mexico,Australia,Bachelors,Employed,10246,Tourist,1,0,High,0
31,Nigeria,USA,HighSchool,Unemployed,36355,Work,1,1,High,0
43,Philippines,USA,Masters,Employed,97972,Study,1,0,Medium,1
31,Mexico,UK,Bachelors,Unemployed,71534,Tourist,0,0,High,0
27,Nigeria,Germany,Bachelors,Unemployed,69137,Tourist,2,0,Low,0
34,Mexico,USA,Masters,Unemployed,67548,Tourist,3,0,Low,1
27,Philippines,USA,Masters,Unemployed,26068,Tourist,1,0,Medium,0
30,Philippines,Germany,Masters,Unemployed,5751,Work,2,0,High,0
22,Brazil,USA,Bachelors,Unemployed,6507,Business,2,0,Low,0
41,Brazil,USA,HighSchool,Employed,86833,Tourist,3,0,High,1
31,Philippines,USA,Bachelors,Unemployed,95099,Tourist,3,0,Low,0
22,Philippines,USA,Masters,Employed,44696,Work,0,0,High,1
28,India,USA,HighSchool,Unemployed,22746,Tourist,1,0,Medium,0
47,Brazil,USA,Bachelors,Employed,46827,Study,1,0,Low,0
18,Philippines,Germany,Masters,Unemployed,48771,Work,0,0,Medium,0
26,India,USA,HighSchool,Employed,7312,Study,0,0,Low,0
33,Philippines,UK,Masters,Unemployed,18506,Tourist,2,0,Medium,0
42,Philippines,Germany,HighSchool,Unemployed,52061,Study,1,0,Low,0
26,Nigeria,UK,Masters,Unemployed,26190,Tourist,0,0,High,0
36,Brazil,UK,Bachelors,Employed,39805,Study,2,0,High,1
39,India,UK,HighSchool,Unemployed,63277,Work,3,0,High,1
21,Philippines,Germany,Bachelors,Unemployed,57792,Tourist,2,1,High,0
29,India,UK,HighSchool,Unemployed,44276,Work,0,0,High,0
41,Philippines,USA,HighSchool,Unemployed,40943,Tourist,0,0,Low,0
28,Philippines,USA,HighSchool,Unemployed,63964,Work,2,0,Low,0
28,Mexico,Canada,HighSchool,Unemployed,83297,Study,1,1,Low,0
26,Nigeria,Canada,Bachelors,Unemployed,97379,Study,3,0,Low,1
38,India,Germany,Bachelors,Unemployed,89544,Study,2,0,Medium,1
49,India,Germany,Masters,Unemployed,33425,Tourist,3,0,Low,1
28,Brazil,USA,HighSchool,Employed,85086,Study,3,0,Low,1
32,Brazil,USA,Bachelors,Employed,60400,Business,2,0,Low,1
43,India,Canada,Masters,Unemployed,91957,Work,2,0,Low,1
33,Philippines,Australia,Masters,Employed,62815,Business,2,0,Medium,1
44,Mexico,UK,HighSchool,Employed,57099,Study,0,0,Low,0
25,Mexico,USA,Bachelors,Employed,85476,Tourist,1,1,Medium,0
38,Nigeria,UK,Bachelors,Unemployed,79174,Work,0,0,Medium,0
42,Brazil,Germany,HighSchool,Employed,53885,Tourist,3,0,Medium,1
49,Brazil,Canada,HighSchool,Employed,76096,Tourist,3,0,Low,1
25,India,Australia,HighSchool,Employed,36369,Study,1,0,Low,0
33,Brazil,USA,Masters,Unemployed,7172,Study,0,1,Medium,0
44,Nigeria,USA,Bachelors,Employed,93436,Study,3,0,Low,1
31,Brazil,Germany,HighSchool,Unemployed,97124,Tourist,2,0,High,1
47,Nigeria,USA,HighSchool,Employed,87651,Work,1,0,Low,0
46,India,Canada,HighSchool,Unemployed,81197,Business,2,0,High,1
20,Nigeria,Germany,Bachelors,Employed,44698,Tourist,2,0,High,1
24,Brazil,UK,Bachelors,Employed,78218,Study,0,0,Medium,0
39,Mexico,Canada,Masters,Unemployed,22887,Study,0,0,Low,0
37,Nigeria,UK,HighSchool,Unemployed,5665,Tourist,0,0,Medium,0
29,India,USA,Masters,Unemployed,29245,Work,2,1,Medium,0
30,Nigeria,UK,Masters,Employed,36031,Tourist,3,0,Low,1
43,Philippines,Australia,HighSchool,Employed,12978,Study,0,0,Low,0
44,Nigeria,Germany,Bachelors,Employed,73454,Study,2,0,High,1
43,Mexico,Australia,HighSchool,Employed,48677,Study,0,0,Low,0
35,Philippines,USA,HighSchool,Employed,19621,Tourist,2,0,Low,0
43,Nigeria,UK,HighSchool,Unemployed,17886,Work,0,0,High,0
24,Philippines,Australia,HighSchool,Employed,11659,Work,0,0,Medium,0
35,Philippines,Germany,HighSchool,Employed,79912,Work,3,1,High,0
26,India,Australia,Masters,Employed,91953,Study,0,0,High,1
37,Mexico,USA,Bachelors,Employed,11190,Study,1,0,High,0
36,Philippines,Germany,Bachelors,Unemployed,64913,Work,2,0,High,1
36,Philippines,Australia,HighSchool,Employed,62077,Study,3,0,Medium,1
25,India,UK,HighSchool,Unemployed,43722,Study,0,0,Medium,0
32,Mexico,Australia,Masters,Employed,57129,Business,0,0,Medium,1
40,Mexico,USA,Masters,Unemployed,69546,Study,0,0,Low,0
46,Philippines,Germany,HighSchool,Employed,67999,Study,3,0,High,1
48,India,USA,Masters,Employed,27944,Work,2,0,High,1
38,India,Australia,Masters,Employed,61753,Business,2,0,Medium,1
44,Philippines,USA,HighSchool,Unemployed,42219,Business,1,0,Low,0
37,Mexico,Canada,HighSchool,Employed,73020,Work,0,0,Low,0
44,Mexico,Germany,Masters,Unemployed,25868,Business,1,0,High,0
44,India,Australia,Bachelors,Employed,31352,Study,1,0,Low,0
33,Nigeria,Canada,HighSchool,Unemployed,15082,Tourist,2,0,High,0
40,Mexico,Germany,Bachelors,Employed,71938,Work,3,0,High,1
46,Brazil,Germany,Masters,Employed,94648,Tourist,3,1,Medium,0
26,Philippines,Canada,Masters,Employed,23444,Business,0,1,High,0
33,Mexico,Canada,Bachelors,Unemployed,48971,Study,3,0,High,1
25,Philippines,UK,HighSchool,Unemployed,88313,Work,2,0,Medium,0
36,Nigeria,Canada,Masters,Employed,55232,Tourist,2,0,High,1
41,India,Germany,Masters,Employed,39437,Tourist,0,0,Low,0
22,India,Germany,Masters,Employed,68431,Business,1,0,Medium,1
21,Brazil,UK,HighSchool,Employed,96382,Work,2,0,Low,0
26,Mexico,Australia,Masters,Employed,28877,Tourist,3,0,High,1
37,Nigeria,Canada,HighSchool,Unemployed,77891,Work,3,0,Low,0
23,Philippines,UK,Masters,Employed,20304,Study,0,0,Low,0
42,Brazil,UK,HighSchool,Employed,94913,Study,0,0,Medium,0
25,India,UK,Masters,Employed,47390,Business,2,0,Medium,1
23,Mexico,Canada,Bachelors,Unemployed,95378,Business,2,0,Low,0
32,Mexico,Germany,Bachelors,Employed,72291,Work,1,1,Low,0
28,Mexico,Germany,Bachelors,Unemployed,46780,Tourist,0,0,Low,0
33,Brazil,Australia,Masters,Unemployed,73978,Business,0,0,Low,0
45,Mexico,Australia,HighSchool,Employed,58721,Study,0,0,High,0
45,Nigeria,Germany,HighSchool,Employed,62682,Business,0,1,Medium,0
38,Philippines,UK,Bachelors,Unemployed,41962,Work,1,0,Medium,0
34,Nigeria,USA,Masters,Employed,45680,Work,1,0,Medium,1
21,Nigeria,Canada,Bachelors,Unemployed,34774,Business,3,0,Medium,1
31,Brazil,USA,HighSchool,Unemployed,60504,Business,2,0,Medium,0
22,Brazil,Australia,Bachelors,Employed,86850,Business,1,0,High,1
30,Brazil,Germany,Bachelors,Employed,93207,Tourist,1,0,Low,1
19,Mexico,UK,Masters,Employed,80441,Business,1,0,Low,1
20,Nigeria,Australia,HighSchool,Unemployed,90836,Study,3,0,High,1
43,Nigeria,Germany,HighSchool,Unemployed,59228,Work,1,0,Low,0
